,PropertyName,TopFacilities,Link
208,MV Buildcon Precore City,"['Multipurpose Court', '24/7 Power Backup', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666
209,Lion Infra Green Valley,"['Terrace Garden', 'Cricket Pitch', 'Amphitheatre', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089
210,Orchid Petals,"['Swimming Pool', 'Volley Ball Court', 'Piped Gas', 'Water Softener Plant', 'Wi-Fi Connectivity', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Multipurpose Court']",https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066
211,BPTP Mansions Park Prime,"['Swimming Pool', 'High Speed Elevators', 'Property Staff', 'Shopping Centre', 'Sun Deck', 'CCTV Camera Security', 'Jogging Track', '24x7 Security', 'Club House']",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800
212,Emaar MGF Palm Terraces,"['Swimming Pool', 'Golf Course', 'School', 'Restaurant', 'Terrace Garden', 'Waiting Lounge', 'Jacuzzi', 'Squash Court', 'Property Staff']",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816
213,Optimal ultra luxury builder floors,"['Visitors Parking', 'Piped Gas', 'Gated Community', 'Landscape Garden', 'Maintenance Staff']",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007
214,Salcon The Verandas,"['Concierge Service', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Salon', 'Restaurant', 'Spa', 'Grocery Shop', 'Squash Court', 'Lawn Tennis Court']",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644
215,BPTP Park Generations,"['Doctor on Call', 'Manicured Garden', 'Automated Car Wash', 'Clinic', 'Car wash area', 'Swimming Pool', 'Medical Centre', 'School', 'Volley Ball Court']",https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243
216,Zara Aavaas,"['Swimming Pool', 'Reading Lounge', 'Card Room', 'Sauna', 'Steam Room', 'Cafeteria', 'Billiards', 'Shopping Centre', 'Basketball Court']",https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643
217,Yashika 104,"['Wi-Fi Connectivity', 'Library', 'Cricket Pitch', 'Multipurpose Court', 'Community Hall', 'Yoga/Meditation Area', 'Gated Community', 'Gymnasium', ""Children's Play Area""]",https://www.99acres.com/yashika-104-sector-104-gurgaon-npxid-r393813
218,Breez Global Heights 89,"['Foosball', 'Flower Garden', 'Aerobics Centre', 'Card Room', 'Skating Rink', 'Pool Table', 'Fountain', 'Multipurpose Court', 'Power Back up Lift']",https://www.99acres.com/breez-global-heights-89-sector-89-gurgaon-npxid-r389823
219,Zara Rossa,"['Multipurpose Court', 'Power Back up Lift', 'Community Hall', 'Basketball Court', 'Badminton Court', 'Rain Water Harvesting', '24x7 Security', 'Club House', '24/7 Power Backup']",https://www.99acres.com/zara-rossa-sector-112-gurgaon-npxid-r268975
220,Alpha Corp GurgaonOne 84,"['Swimming Pool', 'Medical Centre', 'Flower Garden', 'Aerobics Centre', 'Squash Court', 'Gazebo', 'Property Staff', 'Billiards', 'Sun Deck']",https://www.99acres.com/alpha-corp-gurgaonone-84-sector-84-gurgaon-npxid-r5096
221,Krrish Florence Estate,"['Infinity Pool', 'Swimming Pool', 'Laundry', 'School', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court']",https://www.99acres.com/krrish-florence-estate-sector-70-gurgaon-npxid-r37698
222,Tulip Purple,"['Bus Shelter', 'Swimming Pool', 'Lawn Tennis Court', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden', ""Children's Play Area""]",https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138
223,Tulip Ivory,"['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'High Speed Elevators', 'Billiards', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court']",https://www.99acres.com/tulip-ivory-sector-70-gurgaon-npxid-r35152
224,Shree Vardhman City,"['Swimming Pool', 'Vastu Compliant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gymnasium', ""Children's Play Area"", 'Lift(s)', 'Car Parking']",https://www.99acres.com/shree-vardhman-city-sohna-gurgaon-npxid-r27370
225,Signature Global Prime,"['Swimming Pool', 'Volley Ball Court', 'Water Softener Plant', 'Creche/Day care', 'Gazebo', 'Fountain', 'Sun Deck', 'Lawn Tennis Court', 'Power Back up Lift']",https://www.99acres.com/signature-global-prime-sector-63a-gurgaon-npxid-r344079
226,Antriksh Heights,"['Food Court', 'Swimming Pool', 'School', 'Sauna', 'Spa', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court']",https://www.99acres.com/antriksh-heights-sector-84-gurgaon-npxid-r2190
227,BPTP Pedestal,"['Manicured Garden', 'Swimming Pool', 'Business Lounge', 'Golf Course', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Billiards']",https://www.99acres.com/bptp-pedestal-sector-70a-gurgaon-npxid-r25372
228,Vatika Express City,"['Swimming Pool', 'ATM', 'Cafeteria', 'Library', 'Community Hall', 'Vastu Compliant', 'Badminton Court', 'Sewage Treatment Plant', 'Club House']",https://www.99acres.com/vatika-express-city-sector-88a-gurgaon-npxid-r37160
229,Pegasus Atulyam 83,"['Badminton Court', '24x7 Security', ""Children's Play Area""]",https://www.99acres.com/pegasus-atulyam-83-sector-83-gurgaon-npxid-r403827
230,DLF The Summit,"['Swimming Pool', 'Property Staff', 'Multipurpose Court', 'Power Back up Lift', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Multipurpose Hall', 'Rain Water Harvesting']",https://www.99acres.com/dlf-the-summit-sector-54-gurgaon-npxid-r26556
231,The Close South,"['Swimming Pool', 'Business Lounge', 'Laundry', 'Conference room', 'RO System', 'ATM', 'Jacuzzi', 'Piped Gas', 'Steam Room']",https://www.99acres.com/the-close-south-nirvana-country-gurgaon-npxid-r11694
232,Emaar Mgf Palm Terraces Select,"['Bowling Alley', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Changing Area', 'Aerobics Centre', 'Jacuzzi', 'Billiards', 'Lawn Tennis Court', 'Party Lawn']",https://www.99acres.com/emaar-mgf-palm-terraces-select-sector-66-gurgaon-npxid-r904
233,Unitech Fresco,"['Swimming Pool', 'School', 'ATM', 'Piped Gas', 'Creche/Day care', 'Grocery Shop', 'Squash Court', 'Theatre', 'Wi-Fi Connectivity']",https://www.99acres.com/unitech-fresco-nirvana-country-gurgaon-npxid-r4
234,Unitech Escape,"['Swimming Pool', 'Business Lounge', 'Jacuzzi', 'Squash Court', 'Wi-Fi Connectivity', 'Property Staff', 'Banquet Hall', 'Lawn Tennis Court', 'Video Door Security']",https://www.99acres.com/unitech-escape-nirvana-country-gurgaon-npxid-r10624
235,Unitech Harmony,"['Swimming Pool', 'Creche/Day care', 'Squash Court', 'Property Staff', 'Shopping Centre', 'Lawn Tennis Court', 'Video Door Security', 'Toddler Pool', 'Party Lawn']",https://www.99acres.com/unitech-harmony-nirvana-country-gurgaon-npxid-r7
236,Vatika The Seven Lamps,"['Valet Parking', 'Swimming Pool', 'School', 'Visitors Parking', 'Skating Rink', 'Theatre', 'Property Staff', 'Shopping Centre', 'Sun Deck']",https://www.99acres.com/vatika-the-seven-lamps-sector-82-gurgaon-npxid-r1135
237,BPTP Freedom Park Life,"['Swimming Pool', 'School', 'Jacuzzi', 'Shopping Centre', 'Multipurpose Court', 'Community Hall', '24x7 Security', 'Club House', '24/7 Power Backup']",https://www.99acres.com/bptp-freedom-park-life-sector-57-gurgaon-npxid-r375
238,DLF New Town Heights,"['Swimming Pool', 'Sauna', 'Piped Gas', 'Grocery Shop', 'Squash Court', 'Fountain', 'Lawn Tennis Court', 'Video Door Security', 'Earthquake Resistant']",https://www.99acres.com/dlf-new-town-heights-sector-91-gurgaon-npxid-r23702
239,La Lagune,"['Swimming Pool', 'Bar/Chill-Out Lounge', 'Changing Area', 'RO System', 'Aerobics Centre', 'Card Room', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']",https://www.99acres.com/la-lagune-sector-54-gurgaon-npxid-r12072
240,M3M My Den,"['Food Court', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Laundry', 'Reading Lounge']",https://www.99acres.com/m3m-my-den-sector-67-gurgaon-npxid-r324825
241,Suncity Avenue 102,"['Creche/Day care', 'Property Staff', 'Multipurpose Court', 'Community Hall', 'Multipurpose Hall', 'Gated Community', 'Landscape Garden', 'Lift(s)', 'Car Parking']",https://www.99acres.com/suncity-avenue-102-sector-102-gurgaon-npxid-r256209
242,DLF Princeton Estate,"['Swimming Pool', 'Medical Centre', 'Laundry', 'Salon', 'Grocery Shop', 'Property Staff', 'Shopping Centre', 'Table Tennis', 'Badminton Court']",https://www.99acres.com/dlf-princeton-estate-dlf-phase-5-gurgaon-npxid-r11712
243,Pyramid Urban Homes 2,"['Shopping Centre', 'Community Hall', '24x7 Security', 'Gated Community', 'Landscape Garden', 'Lift(s)', 'Car Parking']",https://www.99acres.com/pyramid-urban-homes-2-sector-86-gurgaon-npxid-r181113
244,Satya The Hermitage,"['Bus Shelter', 'Swimming Pool', 'Business Lounge', 'Reading Lounge', 'Barbecue', 'Skating Rink', 'Fountain', 'Lawn Tennis Court', 'Amphitheatre']",https://www.99acres.com/satya-the-hermitage-sector-103-gurgaon-npxid-r7086
245,BPTP Spacio,"['Swimming Pool', 'Card Room', 'Piped Gas', 'Pool Table', 'Sun Deck', 'Lawn Tennis Court', 'Multipurpose Court', 'Earthquake Resistant', 'Toddler Pool']",https://www.99acres.com/bptp-spacio-sector-37d-gurgaon-npxid-r937
246,SS The Coralwood,"['Swimming Pool', 'School', 'Solar Lighting', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Grocery Shop', 'Billiards', 'Fountain']",https://www.99acres.com/ss-the-coralwood-sector-84-gurgaon-npxid-r2722
